Name,Action_rgb,Romance_rgb,Drama_rgb,Horror_rgb,Action,Drama,Horror,Romance,Action_audio,Romance_audio,Drama_audio,Horror_audio,Label
Casa de Mi Padre - Will Ferrell Movie (2012) HD,22.93457538,8.459012955,67.62555838,0.980849098,32.59758651,19.96299773,8.917652071,38.52176666,24.80156124,35.99106669,23.82654101,15.38082957,1
Casino Jack (2010) Official Trailer #1 - Kevin Spacey Movie HD,46.67304158,0.144586049,52.34563351,0.836732518,23.90893102,66.78822637,3.426403925,5.876440182,19.38778013,7.712585479,72.65532017,0.244315225,1
Chasing Mavericks Official Trailer #1 (2012) Gerard Butler Surfing Movie HD,20.46237588,5.363991484,65.68040848,8.493220806,21.81824595,51.11730099,2.640101872,24.42434728,37.93850839,12.98166066,16.99708253,32.08274841,1
Cheap Thrills Trailer,1.920473948,6.106293947,31.49324358,60.47999263,4.041218758,80.91534376,2.749267779,12.29417026,25.74528158,26.7518878,28.93984914,18.56297702,1
City Island - Official Trailer,43.29111278,0.575410388,53.85516286,2.278316766,16.62137657,42.01662242,4.757364839,36.60462797,4.288503528,23.83294106,69.53328252,2.345264889,1
Compliance Official Trailer #1 (2012) Independent Movie HD,31.97100759,5.761789531,58.90562534,3.361583501,18.40068847,50.30350685,3.759578615,27.5362283,1.357336994,58.68468285,32.8537643,7.104216516,1
CONVICTION - Official Trailer,33.47294629,8.515999466,48.2074976,9.803557396,10.39778292,30.25749028,18.49923879,40.84549844,50.90177655,15.85157365,23.34535867,9.901285172,1
Country Strong - Official® Trailer [HD],16.62067026,20.0763464,54.52251434,8.78047049,3.734505177,43.33011806,1.35083627,51.58453584,11.58306599,38.42778504,27.78181136,22.20733166,1
Courageous Official Trailer (2011),17.75313616,18.19888204,56.60466552,7.443312556,14.34912086,46.53049111,5.241372809,33.87902081,22.20573425,14.58474696,60.77574492,2.433770336,1
"Crazy Eyes Official Trailer [HD] Lukas Haas, Madeline Zima and Jake Busey ENTV",24.32048023,10.92992648,60.5640173,4.185573757,32.70277679,45.79622447,2.720908634,18.78008842,19.55368519,31.31506443,43.70372891,5.42752631,1
Crooked Arrows Official Trailer #1 (2012) Brandon Routh Movie HD,31.76815212,3.656838834,63.82716298,0.747845462,32.5273335,33.29587281,20.49589306,13.68090361,25.86764395,18.97393167,23.31512272,31.84329569,1
Deadfall Official Trailer #1 (2012) - Eric Bana Movie HD,28.45317125,1.565749571,66.41793847,3.563144431,29.73248661,42.78754592,2.044958808,25.4350096,9.250213206,20.55279166,34.67861414,35.51838398,1
Dear John (2010) trailer,0,0,0,0,0,0,0,0,0.008153126,0.001553138,99.98836517,0.001929628,1
Death at a Funeral Trailer HD 2010,14.26918656,11.29283309,73.76204729,0.675932877,13.58827502,71.65819407,2.014460042,12.73907572,7.429032028,55.67632914,30.79369366,6.100945547,1
"Decoding Annie Parker Official Trailer #1 (2014) - Maggie Grace, Aaron Paul Movie HD",19.47373748,17.29687005,52.79019475,10.43919399,28.56827676,9.623716772,7.205806673,54.60220575,17.95346886,48.44023585,28.73392105,4.872369021,1
Despicable Me Official Trailer #1 - (2010) HD,5.542720854,2.02936586,92.24425554,0.183648709,11.29406765,38.63123059,0.583510613,49.49119389,12.99607903,34.23878551,31.93714917,20.8279863,1
Diary of a Wimpy Kid Trailer,13.26684952,7.957947999,78.60811353,0.167094392,1.856986433,42.45950282,0.217983965,55.46552539,9.970013052,38.50767314,38.8867557,12.63556033,1
Dirty Girl - Trailer HD,12.19452247,23.64330143,59.08488035,5.077303201,5.749916658,63.39158416,1.546494942,29.31200564,43.43104959,15.10673016,19.22501326,22.23720253,1
Disconnect - Trailer,23.59039634,7.656680793,53.4896493,15.2632758,41.53209329,29.16741073,10.63132733,18.6691761,41.49924815,12.01694608,14.07835782,32.40545392,1
Django Unchained - Official Trailer (HD),18.12132895,16.39987826,41.65812433,23.82066697,36.48248911,9.047932178,47.83205986,6.637521833,19.66476291,28.40178609,33.22807252,18.70537102,1
Dolphin Tale (2011) Movie Trailer HD,43.45430136,0.584087707,53.58270407,2.3789078,35.17221212,43.95043254,7.132937014,13.74441683,15.54502547,43.76460016,30.63708246,10.05329043,1
Dolphin Tale 2 - Official Main Trailer [HD],21.80998176,0.224703969,70.69505453,7.27025792,14.21305239,39.76509869,9.54752937,36.47432625,15.94346911,45.50655782,32.64511228,5.90486154,1
Dolphin Tale 2 - Official Main Trailer [HD],21.80998176,0.224703969,70.69505453,7.27025792,14.21305239,39.76509869,9.54752937,36.47432625,15.94346911,45.50655782,32.64511228,5.90486154,1
"Draft Day Official Trailer #1 (2014) - Kevin Costner, Jennifer Garner Movie HD",15.03383368,12.06030846,67.89152622,5.014327914,1.145346276,38.58995736,0.265709893,59.99898314,32.71478713,15.14313519,47.93104231,4.211038724,1
Dream House - Trailer,22.5127697,12.90723979,45.5660671,19.01392937,9.429929405,26.89274549,39.21346962,24.46385473,8.912044019,2.616856806,6.02702722,82.44406581,1
Drive - Movie Trailer (2011) HD,29.86903191,9.740076959,51.37796402,9.01292935,7.425153255,57.45902658,15.98035097,19.13546771,30.43583632,23.1830433,24.78747368,21.59365118,1
Dumb and Dumber To - Official Trailer Premiere,7.729453593,11.00448444,80.82295656,0.443105167,21.26938999,26.91379488,0.270273676,51.54654384,5.177530274,59.02767181,30.59766889,5.197125673,1
Earth To Echo Official Trailer #2 (2014) - Sci-Fi Adventure Movie HD,30.69262207,9.111130983,45.8360374,14.36020285,36.75392866,18.71358603,18.74336451,25.78912079,17.4091205,27.12055743,27.41800547,28.0523181,1
Edge of Darkness 2010 [Official Trailer],27.8170228,11.16547287,50.63089728,10.38661003,30.68414032,46.2891221,10.08182168,12.94491589,41.7070806,7.226762176,48.6936003,2.372555993,1
Extraordinary Measures Trailer [HD],14.85543996,20.64927965,58.83919001,5.656096339,7.904013246,70.58590055,3.553010523,17.95707345,4.248492792,60.00418067,29.59192395,6.155394763,1
Final Destination 5 Trailer 2 HD,25.71875453,6.968504936,49.90943968,17.40329713,39.44585919,13.71379644,32.3128283,14.52751607,33.61417651,3.524705023,6.344329566,56.51679635,1
"Flight TRAILER (2012) Denzel Washington, Robert Zemeckis Movie HD",40.99144042,0.803461764,55.52357435,2.681517042,22.52980918,66.41023755,2.763407864,8.29654336,5.840202421,58.9743495,31.8811059,3.304347396,1
"Flipped (2010) Official Trailer - Madeline Carroll, Callan McAuliffe Movie",12.87336349,19.13235337,55.50731421,12.48697117,0.17848484,60.53863168,0.643328112,38.63954842,31.36462867,24.38105196,38.34309876,5.9112221,1
Freakonomics Trailer HD Official,11.90211028,9.733300656,77.89994478,0.464644609,12.2948885,64.61869478,4.863092676,18.22332144,16.68890417,48.72794747,30.8254987,3.757651523,1
FROZEN - Trailer,49.91914034,0.527690072,35.16694903,14.38622028,43.51267815,34.0664655,12.76548356,9.655377269,5.291163921,5.630862713,11.70298383,77.37498879,1
Frozen Official Elsa Trailer (2013) - Disney Animated Movie HD,0.52430341,0.074607809,99.02403355,0.377067016,0.978655554,46.0898608,22.23363966,30.69784343,14.68239725,41.99006855,35.29107869,8.036462963,1
Fun Size Trailer HD,17.70393252,15.64802676,55.82107902,10.82695946,22.44216204,63.61306906,7.334335893,6.610430777,37.94232309,15.31704813,22.2727254,24.46790636,1
"Furry Vengeance (2010) Official Trailer - Brendan Fraser, Brooke Shields Movie HD",24.79363829,2.664183825,70.5139339,2.028249204,11.57445237,76.0950923,4.427774623,7.902687043,23.50277603,18.97836179,35.08791327,22.43094295,1
Get Low  Trailer US (2010),37.65723109,5.315446854,53.25536728,3.77195701,18.10307354,48.61283302,15.70642143,17.57767051,6.120061874,53.03996205,31.14973307,9.690237045,1
Girl In Progress Official Trailer #1 (2012) Eva Mendes Movie HD,22.4482432,14.48491365,54.31173444,8.755111694,11.0083729,51.742208,8.97642225,28.27298939,8.662291616,56.95245862,28.50856781,5.876685306,1
Going The Distance Trailer HD,19.58293468,15.81069827,58.71599913,5.890366063,2.761647291,79.41881418,2.806310914,15.01323134,11.48677021,43.45143437,38.33884895,6.722956151,1
"Gone Girl Official Trailer #2 (2014) - Ben Affleck, Rosamund Pike Movie HD",18.32968444,0.843047164,59.46734548,21.35991752,43.18607748,43.83895993,6.057487801,6.917475909,4.593651742,59.84293818,31.72956407,3.833842278,1
Gravity - Official Main Trailer [2K HD],27.00408399,4.886495322,44.76852417,23.34090322,38.04651499,24.7851491,16.70189202,20.46643943,28.12169492,0.48326659,7.642335445,63.7526989,1
Grown Ups 2 Official Trailer #1 (2013) - Adam Sandler Movie HD,14.32481557,12.94190139,71.72409892,1.009186357,10.90530232,65.80280066,1.384918578,21.90697491,14.25814927,30.75664937,40.04062712,14.94458318,1
HEAVEN IS FOR REAL - Official Trailer,14.71632272,17.85308123,61.027354,6.403240561,12.77188361,40.62074721,1.243645791,45.36371827,13.60779554,51.05751753,28.02518308,7.309509814,1
"Her TRAILER 1 (2013) - Joaquin Phoenix, Scarlett Johansson Movie HD",32.46126771,4.18247804,62.5968039,0.759457098,60.03912091,24.96243417,3.036851063,11.96160018,0.437912066,75.76435804,22.48421907,1.313518919,1
Hereafter Official Trailer #1 - (2010) HD,32.62817264,4.483213648,32.00868964,30.87991774,49.978742,32.43103027,8.691993356,8.898238093,11.38278469,39.86442387,36.79803312,11.95475608,1
Hesher - Official Trailer,25.71454942,6.707118452,66.35314226,1.225187164,39.14848566,43.30886304,7.9631567,9.579497576,37.88526058,22.22156078,35.7229203,4.170254245,1
High School Official Trailer #1 - Adrien Brody Movie (2012) HD,21.0443452,3.780744597,74.13254976,1.042360719,3.8535133,46.61157429,0.695530185,48.83938134,9.528113902,52.37115026,29.56466675,8.53606984,1
Holy Rollers  trailer US (2010),32.16012716,5.522289127,35.3728652,26.9447118,27.95927227,16.30886346,48.13157022,7.600293308,1.729856804,61.90199256,35.61179936,0.756358728,1
Home Run Teaser Trailer,13.82450163,19.30023134,49.11960661,17.7556619,5.687479675,50.80639124,13.91890198,29.58722413,0.280638621,0.053856801,99.63956475,0.025943358,1
Horrible Bosses - Trailer,16.59773588,20.14937103,56.57880902,6.674081087,1.539102849,45.18806338,1.392981969,51.87984705,10.94851345,52.75169611,31.94153905,4.358243197,1
Hot Tub Time Machine Official Trailer,16.05559886,12.29240447,69.38167214,2.270319685,8.297099173,67.95602441,3.243628517,20.50324827,17.3289746,39.49155509,35.00812352,8.171351254,1
How to Train Your Dragon Trailer HD,18.92434061,16.25069678,57.71690011,7.108070701,59.63948965,21.61391973,4.871477187,13.87511194,46.27572,14.63095546,25.70708692,13.38624507,1
HUGO Trailer 2011 - Official [HD],24.95488524,7.745787501,42.81350374,24.48582649,27.70188451,27.42698789,18.40501726,26.46611631,60.6633544,13.34467083,12.43238226,13.55959028,1
"Identity Thief Official Trailer #2 (2013) - Jason Bateman, Melissa McCarthy Movie HD",20.34044713,3.092639334,76.49521828,0.07169703,36.27058566,43.86208951,5.063901469,14.80342448,28.99390459,37.04531193,25.85766613,8.103123307,1
"If I Stay Official Trailer #1 (2014) - Chloë Grace Moretz, Mireille Enos Movie HD",18.82096678,15.61099887,33.46142471,32.10660517,36.18785441,9.69985202,25.74762106,28.36467326,3.34934555,64.49893713,29.44652736,2.705195174,1
Inherent Vice - Official Trailer [HD],8.741787076,28.4859091,58.40755701,4.364745319,2.767928876,52.2716105,0.810990576,44.14946735,6.139212847,58.34667683,30.41178286,5.102321506,1
"Inside Llewyn Davis - Official Trailer #1 [HD] The Coen Bros, Oscar Isaac and Justin Timberlake",39.05256093,2.701858059,45.77639103,12.4691911,61.42404079,20.20902187,8.801377565,9.56555903,1.70064196,69.82976198,25.69720149,2.772402763,1
Interstellar Movie - Official Trailer,31.25909865,8.486299217,39.0105933,21.24400437,41.10363126,6.949337572,21.33027017,30.61676025,29.00932133,8.038877696,52.73385048,10.21795049,1
"Into The Woods Official Trailer (2014) - Johnny Depp, Meryl Streep Movie HD",14.99021947,13.75158876,27.62415111,43.6340332,8.960621059,7.8216061,48.93608987,34.28168297,2.641951665,62.59117126,31.11248016,3.654392436,1
JACK AND JILL Trailer 2011 - Official [HD] - Adam Sandler,19.71308589,10.58118045,68.26628447,1.439456549,14.45588917,66.8379724,2.242225409,16.463916,4.256381094,12.83011138,81.92536831,0.988137908,1
Jack The Giant Slayer Official Trailer #1 (2013) - Bryan Singer Movie HD,35.92591584,3.530743718,56.73145056,3.811898828,46.32326066,20.75630426,10.35517082,22.56526798,25.41881204,28.9983958,25.96806586,19.61472481,1
JOE Trailer (Nicolas Cage - 2014),27.89255977,11.07934266,43.57709289,17.45100319,8.967679739,23.6250639,42.5786078,24.82865006,19.74188387,40.74971676,31.41489327,8.093512803,1
"Joyful Noise Trailer Official 2012 [HD] - Keke Palmer, Queen Latifah",9.416028857,29.51442003,42.02001095,19.04953867,3.296895698,80.79658151,4.473363608,11.43316403,38.20254207,13.63433301,40.17732441,7.985806465,1
Judy Moody and the NOT Bummer Summer Movie Trailer Official (HD),20.35204172,5.266217515,74.1530478,0.228688936,5.648075417,39.03748989,0.506982533,54.80746031,15.35280198,32.69722164,23.56693298,28.38304043,1
Jumping the Broom Official Trailer #2 - (2011) HD,10.85693538,5.686046183,81.37812614,2.078894712,8.920522779,65.35826921,2.104630135,23.61657619,3.794854507,18.71823817,76.68074965,0.806161854,1
"Killer Joe Official Trailer [HD] Matthew McConaughey, Emile Hirsch and Juno Temple ENTV",31.66792691,4.628484324,42.53884852,21.16473764,34.64038074,32.86372125,17.4215585,15.07434547,20.06560415,34.52990353,28.36665809,17.03783274,1
Last Vegas - Official Trailer [HD],28.87097597,10.38837358,50.34453273,10.39612666,12.12310791,31.04271293,4.277660698,52.5565207,18.90401691,46.7895478,28.9115876,5.394848064,1
"Lawless - Official Trailer (HD) Shia LaBeouf, Tom Hardy",31.89548254,3.280697018,56.06793165,8.7558873,38.363114,26.71424448,6.136161461,28.78647745,43.7336266,7.045412809,13.62124532,35.59972048,1
"Leap Year Official Trailer #1 - Amy Adams, Matthew Goode Movie (2010) HD",16.93419665,16.46153629,62.98698783,3.617286682,3.259055689,49.75585341,0.911663193,46.07343376,8.458282799,52.15092897,32.8045994,6.586191803,1
LETTERS TO JULIET - Trailer in HD,22.74007648,2.977113798,74.20472503,0.078090496,35.30341089,37.00416684,2.248653956,25.44375658,5.670909211,62.58000135,24.99050647,6.758581847,1
"Life of Crime Official Trailer #1 (2014) - Isla Fisher, Jennifer Aniston Crime Comedy HD",18.96528006,15.79544693,59.58206058,5.657213554,8.597576618,35.89699566,7.418209314,48.08722138,27.70850062,30.059883,28.71486247,13.51675391,1
Life of Pi - Official Trailer (HD),37.4574542,0.880172569,60.83906293,0.823311042,59.25510526,30.43988943,2.644201554,7.660806179,38.2555902,16.84978306,15.66439569,29.23023403,1
Lincoln (2012) - Official International Trailer #1 [HD],20.53746432,8.934254944,29.28600013,41.24228358,10.84734872,7.312316447,79.07379866,2.76653599,34.38548744,11.75691709,17.8651616,35.99243164,1
Lincoln Trailer,30.95967174,3.968704864,24.74717647,40.32444954,44.65451539,10.69781408,30.03360331,14.61405754,3.522694111,65.43493271,28.46744955,2.574926801,1
Lone Survivor Official Trailer #1 (2013) - Mark Wahlberg Movie HD,35.76045632,4.090851173,56.52512908,3.623564169,10.94851196,35.11040509,5.321793631,48.61929715,49.4912982,10.49903259,19.39446032,20.61520219,1
Lovelace - Trailer italiano ufficiale - Al cinema dal 0805,24.55636263,10.49589291,42.65563786,22.29210287,8.500803262,5.709047243,83.42069387,2.369457483,34.29971635,20.92942744,43.90076399,0.870095752,1
Lucky (2011) - Trailer,13.44424635,17.72886068,61.26734018,7.559556514,2.955041267,37.5816226,0.540821953,58.92251134,11.58712655,51.16045475,30.53759336,6.714832038,1
Magic Mike Trailer - Channing Tatum Stripper Movie (2012) Official Trailer HD,6.393016875,7.341020554,85.8992517,0.366717041,39.44542706,40.16193449,1.84182208,18.55081618,19.47201639,37.53863871,30.98852634,12.00081632,1
Margaret Official Trailer!,23.01196754,8.900076896,61.02704406,7.060905546,37.5569582,28.35583389,7.441585511,26.64562464,6.645593047,56.83320761,29.52798903,6.993204355,1
Margin Call Trailer,22.38103598,6.300318241,53.51452827,17.80412495,34.95438993,26.87464058,11.40833944,26.76262856,43.66829693,12.75049895,35.54365635,8.037552238,1
Marmaduke - Trailer HD,14.77625519,6.574483961,78.47725749,0.172003929,13.98222595,64.20021057,0.847601984,20.96996754,13.79409283,50.22488236,28.15902233,7.822007686,1
Middle Men Trailer HD,29.67031002,5.642170459,63.10890317,1.578619517,33.74147415,23.3386606,9.136147052,33.78371596,20.84281296,23.46803546,24.75612164,30.93302846,1
Million Dollar Arm Official Trailer #1 (2014) - Jon Hamm Baseball Movie HD,30.56937456,9.849154204,46.6391921,12.94228435,42.60552227,19.41879988,22.47911543,15.49657285,14.38930929,35.05903184,30.1495105,20.40214986,1
MIRROR MIRROR Movie Trailer,25.71727335,11.27518862,57.56937861,5.438152701,19.19959784,43.6652869,1.370072924,35.7650429,42.01756716,14.38684762,16.24780744,27.34777331,1
Moneyball Trailer 2011 HD,29.98030782,4.424327984,58.27821493,7.317151874,17.30118096,53.79573703,9.707976133,19.19510067,14.60644901,33.13489258,45.74572742,6.512943655,1
Monte Carlo Movie Trailer Official (HD),14.36070055,17.56623685,65.50924182,2.563818172,2.327008918,54.49696779,0.456067547,42.71994829,11.38267219,51.38241649,29.41115797,7.823753357,1
Moonrise Kingdom - Official Trailer [HD],6.067506596,12.20137551,81.43333793,0.297781127,73.82760644,10.44842452,1.185440738,14.53852057,1.580379717,69.6382463,26.12763643,2.653741278,1
"Movie 43 - Official Green Band Trailer #1 (2013) - Emma Stone, Halle Berry, Hugh Jackman Movie HD",17.62800068,12.04378083,68.85247231,1.475744601,5.489647016,36.31468713,3.169344738,55.02631664,10.51248759,42.89604127,32.04948902,14.54198509,1
"Neighbors Official Trailer #3 (2014) - Zac Efron, Seth Rogen Movie HD",14.17962313,16.12283438,64.81609344,4.881450161,23.66496921,22.85119891,4.545809329,48.93802702,45.84211707,21.94912136,21.03508264,11.17367968,1
Nightcrawler Official Trailer #1 (2014) - Jake Gyllenhaal Movie HD,26.76108181,10.53227037,37.51386404,25.19278526,7.225440443,8.022932708,76.82996392,7.921659201,23.94546568,23.42962474,21.82295471,30.80195189,1
"Now You See Me Official Trailer #2 (2013) - Mark Ruffalo, Morgan Freeman Movie HD",25.17836988,1.185734477,58.71855617,14.91734236,26.59071386,31.33461177,10.75856909,31.31610155,31.2959969,19.57200915,24.25485551,24.8771295,1
Official Grown Ups Trailer - In Theaters 625,24.38092977,1.265060343,73.95267487,0.401336607,21.37556374,62.32436895,3.221894801,13.07817549,11.24825552,29.83054519,54.31264043,4.608561471,1
Official Trailer  Muppets Most Wanted  The Muppets,24.104397,12.51349747,56.91279173,6.469314545,20.29677629,45.4757303,3.45451422,30.77298701,7.41680488,51.67636871,35.62340736,5.283416435,1
Official Trailer  The Muppets (2011)  The Muppets,19.13773865,13.46095949,64.51461315,2.886689268,10.51059738,61.60840392,4.440988228,23.44001085,20.83893716,12.28160113,18.91189367,47.96757102,1
Our Idiot Brother Trailer HD,4.07073684,7.315288484,88.54314089,0.07083707,9.908245504,29.69982028,0.523736421,59.86819267,33.3569169,25.26721358,25.76511204,15.61075747,1
OZ THE GREAT AND POWERFUL  Full Trailer  Official Disney UK,34.02432799,6.936537474,35.91530323,23.12383205,49.6630162,8.523479104,34.05565619,7.757839561,19.82076168,9.581790119,13.57282698,57.02462196,1
"Paranoia Official Trailer #1 (2013) - Liam Hemsworth, Amber Heard Movie HD",34.68128741,7.458005846,50.95681548,6.903894991,20.65850943,20.20106465,5.285318941,53.85511518,35.36402881,18.4721902,24.7226879,21.44108862,1
Parental Guidance  Official Trailer  20th Century FOX,18.01631898,8.830958605,72.49074578,0.661978591,7.722695172,64.29567337,3.037194908,24.94443357,2.592963167,58.53638649,35.30039191,3.570262343,1
Paul Official Trailer #3 - (2011) HD,17.60097742,15.309003,59.96543169,7.124586403,20.86174637,20.71097493,22.03227431,36.39500737,13.2337451,39.0370816,32.65592456,15.07325172,1
People Like Us Trailer,18.38285476,12.55036294,64.92660046,4.140185565,12.46450692,47.18331397,1.459943969,38.89223933,20.0719282,42.57741868,29.96333539,7.387316972,1
"Price Check TRAILER (2012) - Parker Posey, Eric Mabius Movie HD",3.293251619,29.84267771,64.99966383,1.864407025,21.44989669,42.11941957,1.666493341,34.76419151,10.19041166,50.09926558,35.61476767,4.095552862,1
"Prince Avalanche Official Trailer #2 (2013) - Paul Rudd, Emile Hirsch Movie HD",17.51656085,5.027895421,77.38317847,0.072371517,1.730717719,67.62365699,0.394340511,30.25128543,2.72210557,66.14496112,28.1796962,2.953238599,1
"Prisoners Official Trailer #1 (2013) - Hugh Jackman, Jake Gyllenhaal Movie HD",35.81602871,3.48473601,56.27072453,4.428511485,31.84634447,48.03598225,4.550972953,15.56671113,25.71642995,8.736880124,10.1030767,55.44361472,1
Project X Trailer 2012 - Official [HD],40.06649256,1.282396633,35.21939516,23.43170643,36.32059097,31.03230894,20.08959204,12.55751401,16.09306931,17.77023673,60.13700366,5.999691039,1
PROM Official Trailer 1,35.10498405,4.198658839,55.45781851,5.23853898,25.90558529,43.77251267,10.766422,19.55548525,29.27944362,27.01968253,28.5394609,15.16141295,1
Ramona And Beezus Trailer - Official (HD),19.6312502,4.345125705,73.62693548,2.396699972,21.2146759,25.69849193,2.59010233,50.49673319,28.74913812,44.86820996,22.71212339,3.670531139,1
Repo Men Trailer HD,16.79287702,11.96221337,54.50181961,16.74309075,32.25824535,46.04730606,17.80569255,3.888766095,28.20483148,38.4842962,26.32993758,6.980936229,1
Rise of the Planet of the Apes Trailer,35.74988842,6.10367693,46.80113792,11.34529412,31.62164688,38.2999897,24.61597174,5.462384969,31.29929304,26.95400715,21.65717036,20.08953542,1
Rock of Ages Official Trailer 2012,11.32783294,15.66471159,22.45937139,50.54808855,0.749979261,74.59939122,2.619547397,22.03108817,54.60864305,9.550565481,26.72540843,9.115380049,1
SAVAGES Trailer 2012 Movie - Official [HD],26.0133177,7.615572959,64.24822211,2.122886293,23.48194122,37.6026094,2.354683541,36.56076491,54.33526039,12.57463992,17.37108827,15.71901143,1
Secretariat Trailer,20.20909637,14.50574398,56.30910993,8.976045251,4.644861817,45.43338716,5.473260209,44.44848299,42.71608293,8.14479664,13.56473714,35.57439446,1
Seeking a Friend for the End of the World - Official Trailer,31.74273968,9.41946432,46.43232524,12.40546778,42.51537025,26.58854127,6.694734842,24.2013514,9.695286304,41.19210839,44.2889303,4.823671654,1
Sex And The City 2 Trailer,14.5498991,20.64686269,60.35917997,4.444058239,37.4991864,34.17088389,2.111872472,26.21805668,10.64022407,37.29187548,32.73274601,19.33515817,1
Shrek Forever After Trailer 1 HD,22.21498191,12.88202554,59.1409266,5.762071162,49.67699349,35.34502983,4.204840958,10.77313647,28.86902988,25.90393424,38.58597279,6.641059369,1
Side Effects Official Trailer #3 (2013) - Channing Tatum Movie HD,23.66775274,14.13870752,46.57486975,15.61867297,10.31790078,16.88324064,62.9653275,9.833538532,11.16273254,45.94735205,36.22442782,6.665488333,1
Smashed Trailer 2012 Movie - Official [HD]-1,38.26406896,4.841279611,47.84725308,9.047405422,24.09662008,46.71036005,5.965913832,23.22709858,10.16260237,54.84807491,25.75955689,9.229759872,1
SNOW FLOWER AND THE SECRET FAN - Official Trailer,30.09922504,9.738484025,51.57619715,8.586097509,40.43122828,3.396068141,53.70278358,2.469918504,2.405081689,71.46967053,23.31259102,2.812658623,1
Solitary Man  Trailer #1 US (2010),28.23818922,2.973843366,46.78914249,21.99882865,26.5041858,41.84707999,6.294581294,25.35415292,11.55785844,32.810691,52.90469527,2.726750076,1
Somewhere - Official Trailer,29.6161741,5.52402921,62.35836148,2.501437999,10.60291529,67.98793077,8.59452337,12.81462163,1.42528927,70.2168107,26.20851099,2.149389498,1
Son of God Movie Trailer 2014 - Official [HD],13.82398158,25.33354461,50.77835917,10.0641124,13.28840256,17.5442785,9.535707533,59.63161588,32.28412271,24.12543297,23.76942188,19.82102543,1
Soul Surfer Official Trailer,28.43025625,4.22645472,44.35681403,22.98648059,4.948230833,43.80684197,10.00160649,41.24331772,0.0596233,0.017130063,99.91735816,0.005881702,1
SPARKLE Trailer 2012 - Whitney Houston Movie - Official [HD],3.290818632,12.18703985,25.30333102,59.21881199,11.94235981,29.47490811,20.44025809,38.14246953,8.23713541,8.436666429,83.07601213,0.250184373,1
Splice Official Trailer #1 - (2009) HD,36.72024906,0.205184729,18.49988997,44.57467496,14.98820782,43.70068908,32.32417703,8.986920118,26.87672675,9.130316228,11.75846905,52.23448873,1
Spring Breakers  Official Trailer HD  A24,28.67725194,10.0921087,44.29497123,16.93567783,32.18953907,13.95343691,16.89870656,36.95831299,11.66464463,49.34751093,34.3963474,4.591493681,1
"Stand Up Guys Official Trailer #1 (2012) - Al Pacino, Christopher Walken Movie HD",33.41828287,7.557308674,40.92498124,18.0994302,8.911073953,43.88284683,39.67145681,7.534617931,29.96306121,27.29729414,33.99733305,8.742302656,1
Step Up 3D - Official Trailer,22.88651466,14.49769437,46.27251327,16.3432762,7.544189692,62.39436865,6.676580757,23.38485569,74.80086684,1.373137813,6.839931756,16.98606908,1
"Step Up Revolution (2012 Movie) Official Trailer - Kathryn McCormick, Ryan Guzman",9.554998577,33.80972743,45.83553672,10.79974249,1.672084257,52.88249254,1.676399633,43.7690258,58.77168775,2.574465238,9.400817752,29.2530179,1
STOKER Trailer (Nicole Kidman THRILLER),33.0511868,3.588551655,41.30939245,22.05087245,14.90587592,17.44822413,29.3946296,38.25127184,16.67958051,16.42415076,18.99401993,47.90224135,1
Stone - Trailer,29.46709692,0.363726658,66.22928977,3.939880803,18.829377,34.34022665,4.253317788,42.57707298,18.30524802,9.500798583,17.58061349,54.61333394,1
Super 8 Trailer,25.02273619,2.743913606,25.10046959,47.13288546,5.719012767,1.212567557,91.83923602,1.229181979,39.23696876,3.576229885,8.520846069,48.66595566,1
Tangled (2010) Trailer,17.29188859,18.11359227,57.50888586,7.085630298,49.54063594,36.02603376,6.434115767,7.999210805,48.93752933,9.90299806,18.73071045,22.42876738,1
Ted - Official Movie Trailer 2012 (HD),14.72839713,17.48788357,63.28594089,4.497773945,4.698569328,59.32062268,1.697917841,34.28288996,14.69444185,48.70561957,32.68920481,3.910724446,1
The American (2010) Official Trailer - George Clooney Movie HD,28.37398946,6.263955683,53.03385854,12.32819632,38.85813057,23.32945913,3.107849881,34.70456302,11.19793355,37.20873594,31.78533912,19.80798841,1
THE BEAVER - Trailer,46.4079082,0.947783142,46.31669223,6.327617913,29.49581146,42.50413179,6.721781194,21.27827406,21.9132483,41.44384563,26.52450502,10.11840105,1
The Big Year (2011) Movie Trailer HD,11.65269464,3.452191502,82.9747498,1.920358278,29.04919088,42.91427732,2.417420596,25.61911643,10.2160126,46.89232409,37.06648648,5.825181678,1
The Company Men Trailer HD,14.95334059,12.96256334,69.33600903,2.748085931,13.24831098,38.38738501,0.518960971,47.84534872,1.632216014,8.153095096,89.2206192,0.994076207,1
The Debt Official Trailer #1 - (2010) HD,34.70924795,5.936395004,49.60855246,9.74579975,23.60238582,12.72001117,25.53006411,38.14753592,13.08792979,41.13382399,33.3787024,12.39955053,1
The Descendants (2011) Movie Trailer HD - NYFF,37.1620357,3.416821733,55.91285825,3.508275747,27.0121932,14.66182321,14.46627676,43.85969937,7.550281286,57.587713,30.75188696,4.110116884,1
The Dilemma Trailer HD,22.83971161,13.37990165,57.20227957,6.578106433,27.61871815,47.60004878,1.939116418,22.84211516,18.18149984,40.99023938,33.80615711,7.022107393,1
